Tweet_Text,Reply_Count,Retweet_Count,Like_Count,View_Count,Language,Source,Username,Location,year,month,day,hour,minute,weekday,Post_ID,ID_Source,predicted_label
just look at R.F.K.JR and that is all you need to know how not taking Vaccines will do for you .,0.0,0.0,1.0,81.0,English,Facebook,Terry Albers,Canada,2022,12,26,13,19,Monday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzExOTczNTg2ODIyODcyMjI=,Platform_ID,Uncertain
Most are the result of vaccine shedding and injuries.,0.0,0.0,1.0,81.0,English,Facebook,Debbie Arney Gilbert,"Lagos, Nigeria",2025,3,10,17,42,Monday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1XzE1MTY0NzQyMjk0NjI0ODU=,Platform_ID,Uncertain
The smallpox vaccine was no longer given by 1970 . My son born that year didn’t get that vaccine. My son born in 1967 did get that shot .,0.0,0.0,1.0,81.0,English,Facebook,Dorothy Bedwell McDonald,Kano ,2025,1,19,13,13,Sunday,Y29tbWVudDoxMTU5MjY2MzEzMDQ0Njc5XzExMDc3MTE1MTc1OTA2MTk=,Platform_ID,Uncertain
Abeg is there vaccine for mothers because this children are also giving us headache oo😂😂😂,0.0,0.0,1.0,81.0,English,Facebook,Felicia Christopher,"Ocala, FL",2025,11,5,17,42,Wednesday,Y29tbWVudDoxMjYwODA3NzYyNzU0MzA2XzgzMDg2MTY1OTQ5ODQ5Mg==,Platform_ID,Factual
"@BarronTNews_ Were his trips to Epstein Island, where he did all his research on vaccines? I guess he needed a hands-on approach.",0.0,1.0,6.0,168.0,English,Twitter,cannon_lar94404,UK 🇬🇧 ,2025,10,22,15,2,Wednesday,SYN_4c649f06f60d7a15,Synthetic_ID,Uncertain
You can eredicate Polio in Nigeria in as much as there is corruption in the system. Because from reliable sources we had that some of the top officials within the health sector used to bring the vials of the virus to the poorly areas in order to infect poor children in some parts of the country so that you can bring alot of money for them to keep using it as a tool of getting money.,0.0,0.0,1.0,81.0,English,Facebook,Adamu Isa,Sweden,2023,10,26,18,28,Thursday,Y29tbWVudDoxMjcxMTg5MzUxNzEwNTQzXzIwNTA1NjM4NjI0MjAzODU=,Platform_ID,Factual
I hope this immunization schedule is not for Kenya.,0.0,0.0,1.0,81.0,Igbo,Facebook,David Jack Jazzman,"Anambra, Nigeria",2024,6,4,3,28,Tuesday,Y29tbWVudDo2ODg5NjMyMzA0MDI1NjlfMTA1MDI3MTE2Njk3MzI1Ng==,Platform_ID,Factual
"Life or death for a young child too depends on whether he or she is born in a country where vaccines are available or not.
- Nelson Mandela 
Every child's destiny is shaped by the availability of vaccines.
In Nigeria, timely release of funds for immunization is not just a matter https://t.co/YwFmyPKlIB",1.0,6.0,10.0,146.0,English,Twitter,VaccineNet_NG,"Enugu, Nigeria",2024,1,15,16,33,Monday,"=""1746918606653243663""",Platform_ID,Uncertain
"@IanCopeland5 I hope it works, and I hope there aren't any long term side effects signed by an antivaxxer.",0.0,0.0,2.0,315.0,English,Twitter,Dietdee,merica,2024,12,3,17,36,Tuesday,SYN_be4ba39c7d619dec,Synthetic_ID,Misinformation
@DOlusegun If you want to lie about BAT achievements do not use anything about medical /pharmaceutical research to lie.  Who told u Tinubu’s administration sponsored the research that brought the vaccine ? Do u know how the pharmaco-processes involved in such achievement and how long it can https://t.co/RZ4xpnZS4f,0.0,0.0,0.0,53.0,English,Twitter,Drsaintdikachi,"London, England",2024,4,13,16,0,Saturday,SYN_6a26463e95c07056,Synthetic_ID,Uncertain
Do not vaccinate your child for Polio…,0.0,0.0,1.0,81.0,English,Facebook,Shauna Lewis,Planet Earth.,2024,4,13,9,56,Saturday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1XzExODE4NDY0NDcxNzE5NzY=,Platform_ID,Factual
@instablog9ja This is Bill Gates vaccine ...take this shit and your health is over for life,0.0,0.0,0.0,16.0,English,Twitter,kingbalamx,"Federal Capital Territory, Nig",2024,12,2,15,51,Monday,SYN_36a3f4a65c9af9ad,Synthetic_ID,Misinformation
@IanCopeland5 There is a difference between anti vax and vax curious. I am very intentional about what I eat and consume. Why would I not a shot? The “just trust us” crowd is playing roulette with big pharm greed. Count me out.,0.0,0.0,0.0,13.0,English,Twitter,Wearitifyouwant,"Lagos, Nigeria",2024,12,4,17,6,Wednesday,SYN_8d2328b3462ab3ac,Synthetic_ID,Misinformation
"@aproko_doctor At this point oga came down, go and test it on your child,  and immediate family first , any thing vaccine from bill gate is a know go area",0.0,0.0,3.0,91.0,English,Twitter,freedom_barisua,Nigeria,2024,11,28,21,36,Thursday,SYN_0484b0696b8506e2,Synthetic_ID,Factual
Why haven’t they discussed vax injuries or let scientists and virologists with opposing argument in this discussion? That would be an honest an honest panel.,0.0,0.0,1.0,81.0,English,Facebook,Devon Nola,Rue Henri DUNANG face CURY HCY,2023,6,10,13,49,Saturday,Y29tbWVudDoxMTkxOTczMDAyMjk4MTc1XzE1OTkzNTQ0NDQwMjE5MTA=,Platform_ID,Uncertain
"@WakeUpPatriott Yes

Arrest Bill Gates before he destroys everything 

Arrest Bill Gates before he destroys everything 

Arrest Bill Gates before he destroys everything",0.0,1.0,5.0,22.0,English,Twitter,HeatherM3513,Virginia ,2025,11,3,19,15,Monday,SYN_38d6b21f02be6ae4,Synthetic_ID,Uncertain
Polo and covid are test scams! Viruses are not contagious. VirusTruth.NET,0.0,0.0,1.0,81.0,English,Facebook,Ed Marsh,"Kano, Nigeria",2024,8,29,22,4,Thursday,Y29tbWVudDo4MTk4NzY5NzA5ODU1MjZfMTc1ODMyMjY1ODIwMTAzNg==,Platform_ID,Uncertain
"Vaccine works, 
End of Discussion 

Those who doubt it, are welcome not to vaccinate their children and find out",0.0,0.0,1.0,81.0,English,Facebook,صيام حسين,Somewhere in time,2024,1,22,21,0,Monday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzE5MDMyNzg4MjM3OTUwNTQ=,Platform_ID,Factual
I thought polio was a neurological condition brought on by chemicals that they used to spray on the people and told you that it was good for you,0.0,0.0,1.0,81.0,English,Facebook,Jeremy Gifford,lagos nigeria,2021,4,2,21,15,Friday,Y29tbWVudDoyNTMxNjM2MDc3MTMyMzQ0OV8xOTQ4NzkzODkyNDY5MDE2,Platform_ID,Uncertain
"Join us today!    
Link: https://t.co/xMBK6ytnmQ
Our CEO, Chika Offor will be speaking on ""SUSTAINABLE FUNDING AND FINANCING FOR VACCINES IN NIGERIA""
#VaccinesWork #WorldImmunisationWeek #AfricavaccinationWeek
#HumanlyPossible https://t.co/NpJvsQDDtW",1.0,0.0,3.0,64.0,English,Twitter,VaccineNet_NG,"Wisconsin, USA",2024,4,26,9,53,Friday,"=""1783781432017449324""",Platform_ID,Factual
They're giving vaccines to our children to make them fearful and obedient to them😭,0.0,0.0,1.0,81.0,English,Facebook,Fraol Daka Ab,"England, United Kingdom",2024,9,4,9,51,Wednesday,Y29tbWVudDoxMzAzNDA1NDA1MTQ4NDUwXzE3OTgxNTU4NDQxNjA1MzQ=,Platform_ID,Factual
vaccine industries are built to kill children and seniors it’s not for curing.,0.0,0.0,1.0,81.0,English,Facebook,თამარ რა,The Berkshires,2025,11,6,15,47,Thursday,Y29tbWVudDoxMjIxNDgxNTI2NDI4NDM2MjlfMTk0NDc1MzEzNjQ0NDA1NA==,Platform_ID,Factual
"Because people were no longer exposed to the high levels of metals in DDT, but the human waste in charge has continued to poison everyone in many different ways plus most of  the slaves in the mainstream and controlled online media have downplayed or ignored the negative effects of vaccines.

Prenatal ultrasound and the allopathic birth process alone cause a tremendous amount of damage to the fetus and newborn (see Jim West's book on the Chinese studios in Prenatal ultrasound and the work of Jenace Barcelo.

All of these ""get your flu shot"" Communist propaganda pieces spit in the faces of all who have been vaccine damaged and lost. loved ones to them, and there's no contagion as no virus has ever been isolated and purified-All electron micrograph and CGI bullshit and virology is based on the assumption that viruses exist-all smoke and mirrors",0.0,0.0,1.0,81.0,Igbo,Facebook,Scott Snitzer,Luxembourg,2025,2,21,18,20,Friday,Y29tbWVudDoxNTYxMTE2Njc1MDgzMTMwXzEzNzgxMzE2NzA3MDcxOTU=,Platform_ID,Uncertain
"@stopvaccinating Only 101.4?  

I've never heard of a ""vaccine"" so mild!",0.0,0.0,1.0,95.0,English,Twitter,glugalug,"Merrick, NY",2025,11,1,22,22,Saturday,SYN_36409b5eb069bdff,Synthetic_ID,Uncertain
@instablog9ja They didn't succeed with Covid 19 vaccine now is malaria vaccine. Okay na!,0.0,0.0,0.0,55.0,English,Twitter,ugo_pius,Nigeria,2024,12,2,14,29,Monday,SYN_45be9f76813ca2cf,Synthetic_ID,Uncertain
"@NphcdaNG @drfaisalshuaib @Fmohnigeria @NCDCgov @Chikwe_I @WHONigeria @UNICEF_Nigeria @DrEOEhanire @gavi @NGFSecretariat @WMulombo Which history again? 
I also saw this banner online, please can u people confirm if this banner is really from u guys? If yes, u all are a big disgrace to the entire world https://t.co/QEPWqSzxJV",0.0,0.0,0.0,0.0,English,Twitter,XtianOch,Latinoamérica y el Caribe,2021,3,3,2,0,Wednesday,SYN_d3a9b550a71378c7,Synthetic_ID,Factual
We can only hope RFKjr gets a disease preventable by vaccine.,0.0,0.0,1.0,81.0,English,Facebook,Tim Gleason,"Arizona, USA",2021,3,1,19,25,Monday,Y29tbWVudDoxMTkxOTczMDAyMjk4MTc1Xzg2ODgxNTUyNTI1Mjk0Nw==,Platform_ID,Factual
"Primary health care can deliver 90% of the essential health services people need.
This #UHCDay, we’re calling on leaders to increase budget allocations for primary health care.

The time to act is now. 
@UHC_Day @gavi @IncubatorGHAI @NphcdaNG https://t.co/5Nf97RJPk9",1.0,1.0,2.0,28.0,English,Twitter,VaccineNet_NG,Earth,2023,12,12,17,28,Tuesday,"=""1734611192013115690""",Platform_ID,Factual
In Sweden 0 cases year after vaccin was introduced. No negative effects reported.,0.0,0.0,1.0,81.0,English,Facebook,Ronnie Johansson,Planet Earth ,2025,7,19,21,57,Saturday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1Xzc1OTMyNTcxMDQ3MTYzNg==,Platform_ID,Uncertain
@HerbalistChief @Nobody197575 非洲人民的Corona疫苗的接种率低，用疟疾疫苗补上,0.0,0.0,0.0,41.0,Japanese,Twitter,xuweiweiwei,"Düsseldorf, Germany",2024,11,30,13,1,Saturday,SYN_854166cefbf99f1b,Synthetic_ID,Uncertain
"@IanCopeland5 Who cares about autism, these vaccines are killing Africans!

There was a huge meningitis outbreak immediately following the vaccine rollout.

Your ignorance gets people killed.

April 4th 1 million had been vaccinated...

As of April 6, 2025, there have been 156 reported deaths https://t.co/IwkkKENacU",0.0,0.0,2.0,72.0,English,Twitter,BreakingNewsFi2,📍 Nigeria ,2025,6,21,20,55,Saturday,SYN_7347970fe2cd0b0d,Synthetic_ID,Misinformation
"@IanCopeland5 Ian with the PhD the one that thinks girls can become boys, always talking about children in a weird way and you sound like an payed commercial ad promoting vaccines.",0.0,0.0,0.0,23.0,English,Twitter,rudumbandproud,"Conway, AR",2024,12,4,6,17,Wednesday,SYN_0d4c84df75b57d3c,Synthetic_ID,Factual
"@MichaelPSenger Just 1% of Nigerians vaxxd? I imagine millions must sadly be dead due to Cvid then, taking into account how bad their health system &amp; how deadly Cvid is according to Western leaders, so that everyone, incl. the young need vaxx, right? No? Millions not dead? Thatˈs a conundrum...",0.0,0.0,0.0,0.0,English,Twitter,PeacefulResist_,Europe,2021,9,12,23,37,Sunday,SYN_f6b61ac63907d10a,Synthetic_ID,Factual
"Did you know? Protecting the Earth and getting vaccinated have more in common than you might think. Both are essential for the health and well-being of our global community.
Let us take action for a healthier planet and population this #WorldEarthDay. https://t.co/ASFGZWy94i",0.0,0.0,5.0,67.0,English,Twitter,VaccineNet_NG,All Rounder Teabag,2024,4,22,14,33,Monday,"=""1782402448638046383""",Platform_ID,Factual
@stopvaccinating How can you lie like that?,0.0,0.0,0.0,18.0,English,Twitter,AstroYogi101,"England, United Kingdom",2025,11,2,17,13,Sunday,SYN_7a3378796266868d,Synthetic_ID,Uncertain
"@pshegs We say NO to these deadly intrusions into our populations. We are more aware now, no more wilful ignorance, no more deceits, no more vaccines!
#banMalariaVaccines",0.0,1.0,1.0,88.0,English,Twitter,BurgKhalif,"Lagos, Nigeria",2024,11,28,8,42,Thursday,SYN_8871096dab927e6a,Synthetic_ID,Uncertain
"I respect all of the scientists who worked so hard to create these vaccines to keep us alive and healthy. People who distrust vaccines never were around anyone who had any of these devastating diseases  so their empathy is non existent.  The covid vaccine is mistrust because it was created in months not years but that was because the entire world's scientists were working on it, pulled from other research to develop it fast so less people died.",0.0,0.0,1.0,81.0,English,Facebook,Lori VanKirk Schue,"Delta, Nigeria",2025,7,19,21,57,Saturday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzEzMTUxMzcyNzY2NzgxNTU=,Platform_ID,Factual
VACCINES SRE TESTED YEARS BEFORE THEY ARE APPROVED COVID SHOT IS NOT A VACCINE IT WAS A LIE,0.0,0.0,1.0,81.0,English,Facebook,Rita Turcottr,Nigeria,2024,5,28,9,56,Tuesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzIwNzM0NTgyNzMzOTY2ODQ=,Platform_ID,Uncertain
@SecKennedy @ArAIstotle fact check whether there were vaccines with mercury in them,2.0,1.0,7.0,1628.0,English,Twitter,FacticityMage,Thiruvananthapuram,2025,11,4,1,12,Tuesday,SYN_95f1134486d51c4d,Synthetic_ID,Uncertain
"@BarronTNews_ CCCCCCCCCCCCCCCCCCCCCCCCCCC,,,,and he should be vaccinated with his own vaccines,,,, a few extra times for good measure, to make sure it takes, mfr",0.0,0.0,26.0,368.0,English,Twitter,max103669,Pakistan,2025,10,22,0,55,Wednesday,SYN_8193d4fd1122b904,Synthetic_ID,Uncertain
Thank God we only have 2 more appointments then we are done. My baby hardly has issues after each appointment. I only administer paracetamol if there's any change in temperature after immunization but that hardly happens so we're good.,0.0,0.0,1.0,81.0,Igbo,Facebook,Ashiku Laurette Sokonte,NW IN/CHICAGO,2024,11,28,10,21,Thursday,Y29tbWVudDo2ODcxNDE1Njc2MzY2NjJfNzg0ODE1NDM0MDQyNDg2,Platform_ID,Uncertain
Immunization is free,0.0,0.0,1.0,81.0,Igbo,Facebook,Patience Akande,My Conscious Time Travel Book:,2019,11,10,22,12,Sunday,Y29tbWVudDo5MDQ0NTQwMzg1MjM4NzlfMzk0ODQ0NTgwODc1Njk2OA==,Platform_ID,Uncertain
"Everyone’s health needs differ. But everyone, everywhere, needs access to quality health services and financial protection.
This #UHCDay, we urge leaders to prioritize new ways of doing things – from health policies and partnerships to community health initiatives. @gavi https://t.co/2wxXKAQYaj",1.0,1.0,2.0,28.0,English,Twitter,VaccineNet_NG,Zaiire,2023,12,12,17,28,Tuesday,"=""1734611177307812071""",Platform_ID,Factual
"Bullshit 😡 vaccines are deadly and that fact is more than proven, the big farma only wants to make Billions and billions out of the ignorant sheep people that believe in that lie 😡",0.0,0.0,1.0,81.0,English,Facebook,Miguel Nunes Ferreira,The Islands,2024,12,8,17,42,Sunday,Y29tbWVudDoxMjY0MzE0NzkyMzk0NTc1XzExMzE4MDU1NDU3NDM4NzM=,Platform_ID,Misinformation
One week after 10 weeks immunization i just discovered that her legs is swollen at the injection spot have used mentholator to message it but it still there what can i do pls?,0.0,0.0,1.0,81.0,Igbo,Facebook,Benson Rachel,SC,2024,10,18,21,51,Friday,Y29tbWVudDo2ODcxNDE1Njc2MzY2NjJfMTQxODE1NjgxNTk5NjE2MA==,Platform_ID,Uncertain
@_paulodunayo You better avoid vaccines if you love your health.,0.0,0.0,2.0,195.0,English,Twitter,VicKante,"Abuja, Nigeria",2024,6,4,9,24,Tuesday,SYN_693242a59a3b5af2,Synthetic_ID,Misinformation
"You can't even compare!! All those vaccines listed took years upon years of research and testing, not the case now, not even close",0.0,0.0,1.0,81.0,English,Facebook,Lisa Prager,wa.me/2348024229363 ,2025,8,11,20,33,Monday,Y29tbWVudDoxMzAxMjk0Njg0Nzg0NzMxXzE4MDE2OTQ0NTA0MTk5ODA=,Platform_ID,Uncertain
"Sadly, the antivaxxers are vaccinated against intelligence,  education & Knowledge",0.0,0.0,1.0,81.0,English,Facebook,Kenny Peavy,"Kano, Nigeria",2024,5,28,10,40,Tuesday,Y29tbWVudDoxMTkxOTg4OTczMDI5MjI5XzQzNzA2Mjc4NzMxOTM4NTQ=,Platform_ID,Misinformation
"@BarronTNews_ When someone intends to depopulate us, buys up all the farmland, genetically modifies mosquitoes and breaches the Nuremberg Code, not having a medical degree is beside the point.",0.0,4.0,22.0,247.0,English,Twitter,SpiritualPsyop,Bulgaria,2025,10,22,9,18,Wednesday,SYN_e3c74ada45c00258,Synthetic_ID,Uncertain
But why was the rubella vaccine not available or will I say it got finished when you pelope are determined to curb some outbreak you should make the vaccine available in excess to get to children,0.0,0.0,1.0,81.0,English,Facebook,Favour Olorundare,"Geneva, Switzerland",2025,2,21,20,21,Friday,Y29tbWVudDoxMjY0MDQ4ODcyNDI1OTYwXzE5NjM0MjY4OTc1Mzc5ODE=,Platform_ID,Factual
"I remember them coming to my school to give the Vaccine to everyone, the oral vaccine was given on a sugar cube",0.0,0.0,1.0,81.0,English,Facebook,Martin Forsman,Nigeria,2024,10,18,11,15,Friday,Y29tbWVudDo3Njk2NDAxNDYxMDQ4OThfODAzODc5MzUyNTU0ODAw,Platform_ID,Uncertain
@aproko_doctor Does this mean that no more malaria after taking the vaccine?,5.0,0.0,6.0,9322.0,English,Twitter,queeneth__,United Kingdom,2024,11,28,7,54,Thursday,SYN_23ec40830438248b,Synthetic_ID,Uncertain
Growing in the 60's as a child I seen countless children who were deformed from polio! And it is a monster so if you think for one second that this is a placebo effect look at the pictures!💯,0.0,0.0,1.0,81.0,English,Facebook,Devairian Washington,"Lagos, Nigeria",2023,7,7,21,39,Friday,Y29tbWVudDoxMTE5ODU1NDY2ODQwNTA5XzE3Mzc2NzkxNTM0NTAwMjM=,Platform_ID,Factual
"As a kid in the 1950’s, I brought everything contagious home to my brothers.  One of my brothers had the measles after me and was in such pain!  I will never forget his screams. He did recover.  Get the vaccine!",0.0,0.0,1.0,81.0,English,Facebook,CeCe Upson,Nigeria,2024,11,28,10,55,Thursday,Y29tbWVudDoxMzcwOTY0MTI3NzMyMzk0XzE5NzI0MzkzOTY4OTAzNTI=,Platform_ID,Uncertain
"@DOlusegun @CommunityNotes this user @DOlusegun Nigeria President aide is intentionally attributing the creation of Meningitis vaccine to his paymaster.

This is the correct information 

https://t.co/TjORrsm976",0.0,1.0,2.0,449.0,English,Twitter,legibitiquas,Earth ain't big Enough,2024,4,13,19,32,Saturday,SYN_b6a486df1b39f197,Synthetic_ID,Uncertain
They were never truly gone. Just kept a bay. With vaccines refused by some all those illnesses will make a comeback with a vengeance. They stopped the Screwworm program and they are moving north at an alarming rate. There was actually a human case in the US this year. Areas in Mexico are being ravaged.,0.0,0.0,1.0,81.0,English,Facebook,Kirt Beckman,Nigeria,2021,3,2,16,48,Tuesday,Y29tbWVudDoxMzgyMDA5NTc2NjE3MDEzXzc5OTc1NDQwNTkyMzExMA==,Platform_ID,Uncertain
"@NafdacAgency You've been talking about these ""discoveries"" but I'm not seeing images or hearing about commensurate arrests. It's not enough to seize the contraband but the criminals should also be diligently prosecuted. Don't turn this into media sensationalism",0.0,1.0,2.0,302.0,English,Twitter,SirMcAwesome247,Garden of Eden,2025,2,22,4,28,Saturday,SYN_dd6e0182edad7f62,Synthetic_ID,Factual
"@instablog9ja Receives from where?  lol. Y'all should know that there are secret conspiracies regarding reducing the populace of the world starting from Africa by ""billionaires"".  We for sure know how to handle malaria here, I think wherever those vaccines are coming from, they need it more.",0.0,0.0,0.0,19.0,English,Twitter,DavinciCodde,Somewhere in the milkyway,2024,10,20,19,50,Sunday,SYN_bdcc41c54bbbc605,Synthetic_ID,Uncertain
"HOAX😀😀😀😀😀😀 to encourage all to have DEADLY VACCINES

https://external.fabv2-1.fna.fbcdn.net/emg1/v/t13/13956672731010135234?url=https%3A%2F%2Fmedia1.tenor.co%2Fm%2FHRKpvLQ0HdkAAAAd%2Flol.gif%3Fc%3DVjFfZmFjZWJvb2tfd2ViY29tbWVudHM&fb_obo=1&utld=tenor.co&stp=dst-emg0_q75_s396x396_tt6&_nc_gid=55-6fwqGXOh0d5NT3IP6hw&_nc_eui2=AeH8U-jCwVRYwRCxrd8FUt0uf-QEBMLPgfp_5AQEws-B-oySuXMN4_aUrN3W7vz2mS0Gm5Ux3L2n2A5jnfmUGHZv&_nc_oc=AdmGgWd5p1SZ6AeQQAkYnqdCeMrWo0XBzaW6tg8v2SE8AX6-0q7Iiy6kkhC5R5BXCpA&ccb=13-1&oh=06_Q3-4AckveixtNDZHySan2OqYQuPASUfEph549OPtFs1kqAqy&oe=6912744B&_nc_sid=c97757",0.0,0.0,1.0,81.0,English,Facebook,Rex Paul Cruz,"Lagos, Nigeria",2023,4,11,4,41,Tuesday,Y29tbWVudDoxMjMzODIxMTYyMTAzNjQ5XzIyNzA1MDQ0ODAxMzUzMDE=,Platform_ID,Misinformation
